Local Time (Timezone : GMT+8h),Desired Indoor Temperature (F),Outside Temperature (F),Cooling Water Temperature (C),Chilled Water Rate (L/sec),Building Load (RT),Chiller Energy Consumption (kWh),Dew Point (F),Humidity (%),Wind Speed (mph),Pressure (in)
2020-06-01 14:00:00,68.32454014124548,-3.1573629772913137,6.925796499261256,87.51602440650284,116.68926425563643,511.7480515602096,47.31552328382081,2225.0269871263486,19.797014615330536,29.20683786619883
2020-06-01 15:00:00,75.49279242498748,59.60794515835478,8.035429602838718,138.9206715289181,252.66159537934925,552.0563171451266,46.892391761332576,53.7713171392566,11.51568811601513,29.68439731595885
2020-06-01 16:00:00,73.89287245463153,42.47416626978517,5.5862286201099325,120.47247940143001,233.33910805095744,522.2977684053628,59.57817894841857,233.3922336739321,3.6917425011682448,29.143045097405167
2020-06-01 17:00:00,69.00165206592482,39.92097296848552,4.517063551275652,78.86471411361408,240.36654224818278,538.2876141976826,47.154833483074064,145.81532969388692,4.476677638829203,28.157342667884638
2020-06-01 18:00:00,73.949190824035,32.73982876699885,7.0952495922497745,129.04671730592602,190.7356450393713,530.3837633288019,47.49630195808786,220.00899433542955,19.046883491661642,29.241847361053036
2020-06-01 19:00:00,75.3677077780688,86.31681252813925,0.16412632097407193,117.3749629935531,331.76529305891887,529.1677702862632,66.56340352493078,43.62988642606915,15.322015463907888,29.77693058102743
2020-06-01 20:00:00,67.10539421323851,36.79743156036373,0.8139913950527891,105.9846227547339,216.69473570166775,541.6774927214251,37.98835247409932,106.69823688748963,18.342005227117983,28.85655870379255
2020-06-01 21:00:00,74.93747342602315,-18.053683040312677,8.06367446707758,99.49494265454254,79.13606986304853,493.349230997065,38.433099459182095,4553.97841113857,6.427130620745087,29.481413547085445
2020-06-01 22:00:00,76.74315096951379,48.483262787988636,5.901986213656584,132.53473376650953,245.81222936610712,548.2685444427498,32.22502932805154,42.00330885960565,2.8143770660288148,30.254571786034596
2020-06-01 23:00:00,70.4776014440055,94.30103623971641,7.184013106461474,84.27004696752843,356.84102183613226,532.0238132756108,66.06323046979892,31.364405221575495,6.453773148046604,29.46217885653392
2020-06-02 00:00:00,72.62847363675807,79.1613047805389,8.205917263453431,95.16837160327692,324.67574750863963,537.0592006519224,41.918692721811865,17.60984696435466,10.95021225846221,29.64309548281198
2020-06-02 01:00:00,70.17271441191667,90.57772002463611,6.8055680191969,73.7770072054205,335.6451086036012,595.5571216651336,62.47259278916068,30.70833191359959,10.586008695845885,30.881444720700692
2020-06-02 02:00:00,67.62780936440889,78.85883999940256,1.154866648608045,116.7095015965136,332.70552797694876,551.4464442414667,46.27797277073408,22.361187795454295,2.3118162446867196,28.24355909226892
2020-06-02 03:00:00,78.55462976135234,99.0188889628159,4.102044451224717,91.8161261186894,341.82821843958493,561.3753713846203,41.96673792288648,8.162311367459232,11.8107354746291,30.670449399707348
2020-06-02 04:00:00,72.27606504928556,60.32915312215263,9.056635910968529,121.96601872290071,270.48729870931714,536.3513366667923,38.588682726687395,33.63997236407389,9.554828853250424,28.973038572802817
2020-06-02 05:00:00,70.55461418202773,14.16525819624681,4.787691881694987,130.9270149771674,140.52484199445888,534.8001349359821,54.11339670186834,937.2174892454345,8.415761353382527,28.264286421707684
2020-06-02 06:00:00,74.33262623028139,73.2035952059566,3.5519673638280556,111.4274521168299,302.2025997032774,577.7140413739871,47.656858297345224,30.42849202634365,13.705618600362628,28.143584438066558
2020-06-02 07:00:00,77.07056948799915,87.3701140090027,5.459864290594735,120.65411463666985,334.3780857524569,554.0448207797584,68.73042032637451,46.08198175564788,6.5598066198879,28.668632233795517
2020-06-02 08:00:00,75.43104120719653,81.77661375704679,2.6627337136316136,101.46227591583461,301.7420646014637,556.9098739181845,44.227766891314495,17.85404450774112,17.047105442454015,30.177897574091453
2020-06-02 09:00:00,67.81192601938298,47.2509259848801,5.445338681103439,122.29726458649176,236.97492179209638,561.901513851137,43.60495799389909,82.89505229614235,6.061755491908018,29.118414319534548
2020-06-02 10:00:00,65.80278505213076,75.1081895820994,1.02163558600042,133.49434927388853,344.6280352117291,589.467460372342,44.826821542961596,24.2771520057596,10.414384284026967,29.449977382618243
2020-06-02 11:00:00,78.4068664929588,76.30865730621024,5.172085749119289,97.51168882758411,291.8419390448718,549.1110102305621,69.9934478694307,76.30114517461303,4.956004264335334,28.026361469563756
2020-06-02 12:00:00,74.40728366657713,73.67706852234325,8.472569290083996,132.98344973946212,293.20542493001466,568.7723959274491,44.32201988362422,25.1339642281072,4.9615723853007365,30.106960176195397
2020-06-02 13:00:00,70.53805648567536,83.3029809236402,7.809532682495803,73.84811954015923,319.09763049345435,575.184383250138,42.07472340510866,14.9997012369304,5.8692322253682505,30.829213599471963
2020-06-02 14:00:00,66.68557150900739,-6.453642744990811,3.939665393149842,112.42506989098405,116.99730117242088,535.7597496664093,57.8750457915991,4786.746231297366,7.874552455088503,30.606582107619268
2020-06-02 15:00:00,77.39003226263738,30.288977198584988,2.0985259198877833,138.36764425704246,185.3143363605365,566.9573243533853,37.49661010486381,149.54580611546734,14.389353567372927,29.33332497553227
2020-06-02 16:00:00,76.72969286086983,73.30544877750683,4.308065339295585,94.25874146538771,276.31330374203037,538.9441148207416,52.958531555295,39.441519752985506,10.650007651915578,30.607941321079565
2020-06-02 17:00:00,64.40054413796292,86.43136185287977,1.9671290419226097,105.83222359257975,346.401249716514,581.2132180214503,58.538697456108345,30.06147528774001,3.034753485345394,28.714907966863272
2020-06-02 18:00:00,64.83961485550505,83.07779229895208,10.252110170747113,81.41352226355815,338.2793906968389,588.4006094522988,33.73078488213619,9.6252512709337,15.402380432164307,28.730711021374816
2020-06-02 19:00:00,77.34921272629593,69.64327572557352,0.9762716776498941,131.65848916269294,269.69446025480465,534.535010606815,38.14106107851663,21.565833945420216,7.353269426409081,30.89586440903484
2020-06-02 20:00:00,76.93518669813655,38.516978060251084,0.7347376655027729,92.8137053479148,205.04481446120218,554.2576816494592,33.81782151512222,77.2524150235253,19.696293500814143,28.28139695070794
2020-06-02 21:00:00,65.24506130242038,94.7544497903022,2.547010532027385,131.42800973795084,372.1311956380906,548.7920394126079,63.93883118440272,28.016099730937363,6.2830846168375,30.161958891177704
2020-06-02 22:00:00,71.01832703577904,84.70072726977965,3.0137640587199326,84.53118536033263,335.137190633837,618.4053001501538,49.75393418993224,21.029294988934033,15.547767538851291,28.465365538971295
2020-06-02 23:00:00,64.30957580012283,28.233118335380944,8.623354408909204,75.97038157289263,212.5451741834645,536.3893519456116,42.93571053076924,225.10575158984818,9.965065441941533,30.294518639033775
2020-06-03 00:00:00,68.82879220151388,45.45535637649208,4.96527949354046,85.47386427938959,241.35579433883848,525.191207452033,57.78523876678253,183.72505605089285,17.240037589312866,30.93776397384764
2020-06-03 01:00:00,65.81942501035235,60.11026906902612,8.394087455804609,128.71020485467295,284.16793411948925,529.0754265053192,47.93309890551818,55.374255814586675,14.712590716884673,29.743681591962357
2020-06-03 02:00:00,73.67017035154598,22.34102355062913,9.494862111790034,103.7213111942567,190.9351942049203,525.49825534489,60.55244121775358,761.8271995847466,16.651236948222014,30.117293762085616
2020-06-03 03:00:00,67.31863312648352,0.4790837039299376,3.6438905420835654,125.88284843545048,135.12065269007286,538.9749824513293,38.89275797213682,1097.1980379128865,14.10454744344753,28.849110288755252
2020-06-03 04:00:00,74.01997320350729,13.62725683608177,3.176538549856879,88.4368439806754,176.8936827027071,560.5877899663526,36.24176082884861,385.9910424800474,4.091925431713208,28.02884917341819
2020-06-03 05:00:00,69.21661695448654,51.91601360900272,0.9583780517121607,116.03460316544272,289.9292041157646,569.0288290060533,42.88540527818789,63.2261326487962,18.6999014142969,28.50602432535495
2020-06-03 06:00:00,67.7408476812518,98.55892086233465,0.16684760217990163,92.801262425506,360.6167176198496,595.7926167317336,69.71039413978329,31.4687957928385,0.6128047729726238,29.521087670966303
2020-06-03 07:00:00,64.15463725273938,13.291537936956836,8.27394080099372,117.41277414482519,168.0633361935333,539.5168043690783,66.78694424671416,1788.3173544174429,9.555724800793632,29.460193396269926
2020-06-03 08:00:00,64.06850064558579,32.08662130119651,9.482570780160026,104.32925727749185,233.02654889593848,544.0512612877413,47.375789617301976,226.8777409446983,4.586370722685245,29.03350661154239
2020-06-03 09:00:00,73.88674389208984,69.27967233509662,2.0077754557561005,135.1325560621303,294.2155748908542,541.5852608139604,49.90025043945603,40.37741522883517,11.324864506055823,28.650316639058506
2020-06-03 10:00:00,74.74318206268556,78.86387327165659,5.175898775703896,122.13053090517982,313.498172597351,550.6497901264265,62.837429159681676,49.8128564304291,3.463974424879237,30.014361119778936
2020-06-03 11:00:00,69.300784043114,73.62022929237176,6.358125482615906,140.98487553469423,298.86556969510474,535.1221983273483,48.487908770523504,31.17296100386822,5.790931165198645,29.41434906436703
2020-06-03 12:00:00,67.09423554202037,-10.485090132786542,7.589166470321621,105.17804679132084,93.00262760251542,539.0505154382257,63.922122438107216,8669.558082355485,16.30157014372572,29.783299674420732
2020-06-03 13:00:00,73.31003652337922,75.31369422939632,2.5692656307432027,89.64635089294633,311.31052397540094,553.41359358452,54.28215554453506,38.62241919386359,4.709246252513514,29.907000774268838
2020-06-03 14:00:00,73.46914694794418,60.09435252826117,3.1092334196121807,77.19990848107875,265.78099963688254,529.0347032965725,30.279194156942136,21.42321174382993,1.9268919400036189,29.555632072365867
2020-06-03 15:00:00,64.64295638954464,-12.137354224663994,0.3964414400890434,78.21545070327788,118.16375296790369,512.0251435006019,38.749328922234305,2844.975743095921,18.96466847376525,29.768393631733083
2020-06-03 16:00:00,73.90802024635032,48.42053066740772,8.798768766510753,123.98710496238294,246.9695091485863,531.2313877183426,64.50799571138937,215.6321232227384,5.354105632597563,30.105142463827306
2020-06-03 17:00:00,72.41931678644409,37.496048669791136,0.6806740122236191,115.69216595245368,201.30996406676178,569.941561284746,56.04283706505271,257.6420244772771,8.165416621043807,28.21871435170887
